Proteome ID,Organism,Organism ID,Protein count
UP000146330,Adelaide River virus (ARV),31612,9
UP000001745,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum),441959,13021
UP000018051,Firmicutes bacterium CAG:240,1263013,1917
UP000018055,Clostridium sp. CAG:567,1262820,1235
UP000178861,Sphingobacteriia bacterium RIFOXYD2_FULL_35_12,1802167,2857
UP000094801,Candida arabinofermentans NRRL YB-2248,983967,5827
UP000018065,Clostridium sp. CAG:245,1262784,1330
UP000179106,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_48_26,1802126,729
UP000018071,Clostridium sp. CAG:253,1262785,2539
UP000178117,Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_50_12,1802685,477
UP000001968,Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen),335541,2473
UP000176376,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_10,1802074,656
UP000018088,Eggerthella sp. CAG:368,1262877,1381
UP000178189,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9,1797902,2763
UP000018098,Bacteroides sp. CAG:443,1262739,2710
UP000177115,Spirochaetes bacterium GWF1_49_6,1802189,1812
UP000176995,Actinobacteria bacterium RBG_16_68_12,1797203,1570
UP000004595,Halobacterium sp. DL1,751944,3265
UP000018114,Ruminococcus gnavus CAG:126,1263106,2588
UP000018121,Bacteroides sp. CAG:633,1262744,3004
UP000178740,Chloroflexi bacterium RBG_19FT_COMBO_47_9,1797665,2031
UP000018135,Anaerostipes sp. CAG:276,1262699,3141
UP000018138,Alistipes sp. CAG:29,1262694,2581
UP000179057,Candidatus Wolfebacteria bacterium RIFOXYD1_FULL_48_65,1802561,790
UP000018156,Eubacterium sp. CAG:76,1262892,2278
UP000018170,Clostridium sp. CAG:914,1262846,1262
UP000177100,Planctomycetes bacterium RIFCSPHIGHO2_12_42_15,1801978,1044
UP000018184,Prevotella sp. CAG:5226,1262930,2309
UP000177427,Stenotrophomonas sp. LM091,1904944,3682
UP000004619,Faecalibacterium prausnitzii A2-165,411483,3472
UP000176849,Gemmatimonadetes bacterium GWC2_71_10,1798309,1548
UP000018212,Roseburia inulinivorans CAG:15,1263105,2653
UP000178092,Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_02_FULL_45_25,1802450,859
UP000018219,Bacteroides intestinalis CAG:315,1263048,3513
UP000178583,Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10,1797472,840
UP000018232,Firmicutes bacterium CAG:345,1263020,1462
UP000018243,Ruminococcus sp. CAG:724,1262966,1633
UP000179032,Sulfurimonas sp. RIFOXYD2_FULL_37_8,1802262,1435
UP000018260,Firmicutes bacterium CAG:238,1263011,2016
UP000176557,Flavobacteria bacterium RIFCSPLOWO2_12_FULL_31_7,1798015,1645
UP000002369,Campylobacter virus CP220,722417,194
UP000018278,Clostridium sp. CAG:302,1262793,1248
UP000018280,Mycoplasma sp. CAG:877,1262907,1407
UP000178801,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14,1797501,6451
UP000018289,Sutterella sp. CAG:521,1262977,1632
UP000018297,Coprobacillus sp. CAG:698,1262856,1615
UP000018302,Clostridium sp. CAG:169,1262778,1970
UP000176635,Elusimicrobia bacterium RIFOXYB2_FULL_49_7,1797968,2842
UP000029014,Bifidobacterium minimum,1693,1589
UP000028992,Sphingobacterium sp. ML3W,1538644,4058
UP000004121,Oribacterium sinus F0268,585501,2638
UP000053737,Staphylococcus sp. DORA_6_22,1403935,1603
UP000026918,Streptomyces albulus,68570,8069
UP000019062,Viridibacillus arenosi FSL R5-213,1227360,4296
UP000003868,marine actinobacterium PHSC20C1,312284,2668
UP000143489,Gallid alphaherpesvirus 2,10390,158
UP000019082,Propionibacterium acnes JCM 18909,1302241,3752
UP000077184,Halioglobus sp. HI00S01,1822214,4067
UP000019145,Pedobacter sp. V48,509635,5843
UP000134566,Bovine polyomavirus 2a,1561703,5
UP000019423,Hymenobacter swuensis DY53,1227739,4612
UP000030640,Plasmodium inui San Antonio 1,1237626,5828
UP000131097,Avon-Heathcote Estuary associated circular virus 16,1618239,2
UP000009266,Pirital mammarenavirus (isolate Rat/Venezuela/VAV-488/1995) (PIRV),49891,4
UP000019478,Capronia epimyces CBS 606.96,1182542,10469
UP000146576,Equine papillomavirus type 6,1235427,7
UP000000517,Fibrobacter succinogenes (strain ATCC 19169 / S85),59374,2871
UP000006819,Mycobacterium phage Che9d,205876,111
UP000001896,Mycobacterium phage SkiPole,701456,102
UP000032135,Cyanophage P-TIM40,1589733,235
UP000009005,Mycoplasma wenyonii (strain Massachusetts) (Eperythrozoon wenyonii),1197325,651
UP000009011,Melioribacter roseus (strain JCM 17771 / P3M-2),1191523,2833
UP000011862,Vibrio phage henriette 12B8,573174,154
UP000078516,Enterococcus thailandicus,417368,2368
UP000173348,Tadarida brasiliensis circovirus 1,1732201,2
UP000007435,Leadbetterella byssophila (strain DSM 17132 / KACC 11308 / 4M15),649349,3429
UP000007437,Paraburkholderia rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454) (Burkholderia rhizoxinica),882378,3859
UP000011116,Hordeum vulgare subsp. vulgare (Domesticated barley),112509,52397
UP000003829,Prevotella sp. oral taxon 317 str. F0108,575615,2926
UP000004188,beta proteobacterium KB13,314607,1317
UP000002779,Streptomyces sp. (strain SPB074),465543,5653
UP000009058,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),242507,12790
UP000030207,Bacillus phage Moonbeam,1540091,231
UP000002759,Brenneria sp. EniD312,598467,4386
UP000077385,Methylomonas sp. DH-1,1727196,4316
UP000002762,Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae),655819,10363
UP000003805,Prevotella oris C735,563008,2641
UP000028607,Thioclava atlantica,1317124,3767
UP000073748,Marinobacter sp. T13-3,1794906,5722
UP000072741,Pseudacidovorax intermedius,433924,4770
UP000184226,Candidimonas bauzanensis,658167,5118
UP000070810,Leucobacter chromiiresistens,1079994,2423
UP000004712,Peptoniphilus sp. oral taxon 386 str. F0131,575609,1404
UP000014680,Entamoeba invadens IP1,370355,9857
UP000004358,Blastopirellula marina DSM 3645,314230,6010
UP000005307,Octadecabacter antarcticus 307,391626,4327
UP000033021,Rhodoferax phage P26218,1636270,44
UP000064912,Rhodovulum sulfidophilum (Rhodobacter sulfidophilus),35806,4359
UP000070250,Steroidobacter denitrificans,465721,2956
UP000182631,Candidatus Synechococcus spongiarum,431041,1661
UP000062833,Arthrobacter alpinus,656366,3261
UP000004810,Wuchereria bancrofti,6293,19298
UP000059853,Olsenella sp. oral taxon 807,712411,2367
UP000005261,Stenotrophomonas phage IME13,1211280,178
UP000076830,Dokdonella koreensis DS-123,1300342,3774
UP000054945,Marinimicrobia bacterium 46_43,1635280,1968
UP000054742,Legionella brunensis,29422,3280
UP000054630,Trichinella nelsoni,6336,16597
UP000054502,Arcanobacterium sp. S3PF19,1219585,1003
UP000054383,Talaromyces islandicus (Penicillium islandicum),28573,9927
UP000054283,Yersinia ruckeri,29486,3406
UP000006833,Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12),398580,4086
UP000054148,Candidatus Burkholderia crenata,1074049,1390
UP000053555,Glycine soja (Wild soybean),3848,49770
UP000053274,Actinobacteria bacterium BACL15 MAG-120619-bin91,1655562,1120
UP000054064,Buceros rhinoceros silvestris,175836,10603
UP000053718,Idiomarina atlantica,1517416,2290
UP000051722,Paenibacillus sp. Leaf72,1736234,6399
UP000051660,Bradyrhizobium lablabi,722472,7781
UP000053051,Richelia intracellularis HH01,1165094,2278
UP000051457,Latescibacteria bacterium DG_63,1703781,2553
UP000054379,Haliaeetus albicilla (White-tailed sea-eagle),8969,8357
UP000051356,Nocardioides sp. Soil805,1736416,4086
UP000051238,Rhizobium sp. Root708,1736592,5760
UP000051141,Sphingopyxis sp. Root1497,1736474,4384
UP000051002,Devosia sp. Root413D1,1736531,5472
UP000050911,Lactobacillus kimchicus JCM 15530,1302272,2470
UP000050310,Bacteroidetes bacterium HLUCCA01,1666909,2706
UP000049222,Jannaschia donghaensis,420998,3480
UP000044602,Verticillium longisporum,100787,20580
UP000040453,Oceanobacillus oncorhynchi,545501,4386
UP000051875,Deltaproteobacteria bacterium DG_8,1703397,1192
UP000038055,Capnocytophaga cynodegmi,28189,2439
UP000034788,Microgenomates group bacterium GW2011_GWF1_38_5,1618536,516
UP000034688,Candidatus Roizmanbacteria bacterium GW2011_GWA2_34_18,1618477,482
UP000034403,Candidatus Yanofskybacteria bacterium GW2011_GWA1_48_10,1619022,328
UP000034315,Janthinobacterium sp. KBS0711,1649647,5384
UP000034280,Parcubacteria group bacterium GW2011_GWA2_38_27,1618812,652
UP000034212,Candidatus Gottesmanbacteria bacterium GW2011_GWA1_47_8,1618438,336
UP000034181,Candidatus Woesebacteria bacterium GW2011_GWB1_38_5b,1618569,970
UP000034120,Candidatus Kaiserbacteria bacterium GW2011_GWB1_50_17,1618673,478
UP000034071,Kangiella geojedonensis,914150,2207
UP000034043,Parcubacteria group bacterium GW2011_GWA2_50_10b,1618854,439
UP000033965,Candidatus Kaiserbacteria bacterium GW2011_GWA2_49_19,1618669,581
UP000033866,candidate division WS6 bacterium GW2011_GWE1_34_7,1619093,606
UP000033747,Marinomonas sp. S3726,579484,4618
UP000078576,Valsa mali var. pyri,694573,10741
UP000076927,Paenibacillus swuensis,1178515,4095
UP000076616,Labrenzia sp. OB1,1561204,5016
UP000075230,Aspergillus luchuensis,1069201,12920
UP000177953,Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_01_FULL_47_8,1798673,602
UP000029640,Pseudohaliea rubra DSM 19751,1265313,2860
UP000029719,Pseudomonas lutea,243924,4599
UP000031652,Pseudomonas sp. StFLB209,1028989,5594
UP000030879,Halobacillus sp. BBL2006,1543706,4119
UP000063297,Thermotoga sp. 50_1627,1635260,2101
UP000050886,Nocardioides sp. Root190,1736488,4603
UP000051080,Sphingomonas sp. Leaf357,1736350,3524
UP000051195,Rhizobacter sp. Root29,1736511,5611
UP000051371,Sphingomonas sp. Leaf339,1736343,3477
UP000051576,Lactobacillus vini DSM 20605,1133569,2108
UP000051694,Oerskovia sp. Root918,1736607,3618
UP000051804,Lactobacillus nasuensis JCM 17158,1291734,2092
UP000052063,Myxococcales bacterium SG8_38,1703407,2879
UP000053475,Aspergillus ustus,40382,706
UP000054105,Dehalococcoidia bacterium DG_22,1703393,974
UP000054381,Thermocladium sp. ECH_B,1714261,1809
UP000178999,Candidatus Woesebacteria bacterium RIFOXYB1_FULL_38_16,1802538,995
UP000177328,Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_02_FULL_43_12,1797776,1107
UP000001324,Heliothis virescens ascovirus 3e (HvAV-3e),260797,178
UP000131520,Small anellovirus 1,289366,3
UP000078046,Intoshia linei,1819745,8720
UP000129753,Human papillomavirus type 153,1110710,7
UP000146376,Drosophila ananassae sigmavirus,1002359,6
UP000070344,candidate divison MSBL1 archaeon SCGC-AAA259O05,1698271,1138
UP000009295,Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus),10370,105
UP000001024,Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165),273075,1482
UP000000584,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),243277,3783
UP000008776,Neodiprion lecontei nucleopolyhedrovirus (strain Canada) (NeleNPV),654906,89
UP000005203,Apis mellifera (Honeybee),7460,15323
UP000002487,Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A),188937,4468
UP000007020,Rachiplusia ou multiple nucleopolyhedrovirus (strain R1) (RoMNPV),654904,149
UP000000440,Thermosynechococcus elongatus (strain BP-1),197221,2451
UP000000439,Bifidobacterium longum (strain NCC 2705),206672,1725
UP000006921,Cryptosporidium parvum virus 1 (strain KSU-1),766191,2
UP000002676,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),257313,3258
UP000000559,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,6035
UP000008672,Latimeria chalumnae (West Indian ocean coelacanth),7897,23431
UP000001670,Poinsettia latent virus (isolate Euphorbia pulcherrima/Germany/Siepen/2005) (PnLV) (Poinsettia cryptic virus),686943,4
UP000005225,Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby),30611,19931
UP000000840,Enterobacteria phage T7 (Bacteriophage T7),10760,57
UP000018467,Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus),7994,23669
UP000011274,Musca hytrovirus(isolate Musca domestica/United States/Boucias/-) (MHV),523909,108
UP000000870,Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000),647330,129
UP000001357,Monosiga brevicollis (Choanoflagellate),81824,9188
UP000008779,Torque teno mini virus 1 (isolate TLMV-CBD279),766183,3
UP000007462,Staphylococcus phage 44AHJD,204086,21
UP000000718,Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87),289376,1982
UP000001542,Trichomonas vaginalis,5722,50190
UP000001398,Human metapneumovirus (strain CAN97-83) (HMPV),694067,9
UP000006543,Subterranean clover stunt virus (strain F) (SCSV),291607,8
UP000002243,Commelina yellow mottle virus (CoYMV),10653,3
UP000009046,Pediculus humanus subsp. corporis (Body louse),121224,10763
UP000004995,Setaria italica (Foxtail millet) (Panicum italicum),4555,39464
UP000008167,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2),10515,45
UP000007643,Ictalurid herpesvirus 1 (strain Auburn) (IcHV-1) (Channel catfish herpesvirus),766178,76
UP000011271,Aeropyrum pernix bacilliform virus 1 (isolate -/Japan/Tanaka/2005) (APBV1),1289471,14
UP000000964,Mycobacterium phage Corndog (Mycobacteriophage Corndog),205875,122
UP000002509,Plasmodium chabaudi,5825,14614
UP000002242,Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2),11714,9
UP000002246,Rice tungro bacilliform virus (isolate Philippines) (RTBV),10655,4
UP000006546,Treponema brennaborense (strain DSM 12168 / CIP 105900 / DD5/3),906968,2522
UP000178058,Elusimicrobia bacterium GWA2_56_46,1797922,2248
UP000176395,Planctomycetes bacterium RBG_13_60_9,1801963,2007
UP000029924,Nitrincola sp. A-D6,1545442,2517
UP000001018,Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770),330779,2221
UP000009038,Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7),380704,10949
UP000183883,Nitrospirae bacterium CG1_02_44_142,1805276,1839
UP000177308,Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_39_12,1801897,696
UP000093953,Mycobacterium sp. 852002-51759_SCH5129042,1856866,6783
UP000011175,Pseudoalteromonas luteoviolacea B = ATCC 29581,1268239,3680
UP000008177,Botryotinia fuckeliana (strain T4) (Noble rot fungus) (Botrytis cinerea),999810,16338
UP000184358,Sphingobacteriales bacterium 46-32,1895839,4626
UP000183922,Candidatus Kuenenbacteria bacterium CG2_30_39_24,1805236,544
UP000031392,Neisseria elongata subsp. glycolytica ATCC 29315,546263,2073
UP000008190,Nocardia cyriacigeorgica (strain GUH-2),1127134,5473
UP000007895,Lactococcus phage ASCC358,1165143,57
UP000011757,Marinobacter sp. BSs20148,490759,3885
UP000008326,Jannaschia sp. (strain CCS1),290400,4271
UP000011846,Bibersteinia trehalosi USDA-ARS-USMARC-192,1171377,2244
UP000171565,Monkey arterivirus,1806637,13
UP000002430,Lawsonia intracellularis (strain PHE/MN1-00),363253,1342
UP000000922,Staphylococcus phage 55,320845,77
UP000002617,Sodalis phage SO1,673375,59
UP000127207,Bat Hp-betacoronavirus/Zhejiang2013,1541205,9
UP000007627,White clover mosaic virus (strain M) (WCMV),12189,5
UP000154064,Herbert virus,427636,3
UP000008710,Rhodococcus jostii (strain RHA1),101510,9075
UP000134610,Rhesus adenovirus 52,1574628,15
UP000001126,Listeria phage A006,330399,62
UP000001154,Escherichia phage K1E (Bacteriophage K1E),344022,62
UP000003494,Shuttleworthia satelles DSM 14600,626523,2247
UP000012987,Mannheimia haemolytica M42548,1316932,2705
UP000013007,Thauera sp. 63,497321,3951
UP000000845,Sebaldella termitidis (strain ATCC 33386 / NCTC 11300),526218,4124
UP000009116,Human papillomavirus type 31,10585,9
UP000007963,Aspergillus terreus (strain NIH 2624 / FGSC A1156),341663,10417
UP000003533,Beggiatoa sp. SS,422288,1437
UP000002099,Staphylococcus phage phi13 (Bacteriophage phi-13),186153,49
UP000183245,Candidatus Wirthbacteria bacterium CG2_30_54_11,1817892,1217
UP000009114,Human papillomavirus type 27,333752,6
UP000002259,His 2 virus (His2V) (Haloarcula hispanica virus 2),128710,35
UP000006728,Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338),405948,7154
UP000006695,Geobacter uraniireducens (strain Rf4) (Geobacter uraniumreducens),351605,4255
UP000029221,Nonlabens sediminis,319236,2951
UP000000245,Acidiphilium cryptum (strain JF-5),349163,3521
UP000006556,Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI),370438,2884
UP000029701,Massilia sp. JS1662,1519190,5560
UP000003978,Clostridium sp. D5,556261,4496
UP000006378,Sulfurovum sp. (strain NBC37-1),387093,2433
UP000004459,Flavonifractor plautii ATCC 29863,411475,4278
UP000004200,Thiorhodococcus drewsii AZ1,765913,4731
UP000008042,Streptomyces phage phiHau3,1204524,72
UP000002207,Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161),240015,3363
UP000002608,Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),398579,4181
UP000000781,Sulcia muelleri (strain GWSS),444179,227
UP000007261,Lactobacillus phage LF1,947980,57
UP000004277,Ralstonia sp. PBA,795666,3512
UP000092341,Tamlana sp. s12,1630406,2997
UP000000925,Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24),583355,3110
UP000051854,Sphingomonas sp. Root710,1736594,4422
UP000076400,Oceanibaculum pacificum,580166,3560
UP000000988,Staphylococcus phage 2638A,320836,57
UP000001688,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum),32049,3179
UP000004756,[Clostridium asparagiforme] DSM 15981,518636,6817
UP000014975,Desulfovibrio alkalitolerans DSM 16529,1121439,2924
UP000008319,Proteus mirabilis (strain HI4320),529507,3661
UP000176494,Candidatus Vogelbacteria bacterium GWA1_51_14,1802435,483
UP000180162,Chloroflexi bacterium RBG_13_56_8,1797632,1096
UP000184488,Flavobacterium terrae,415425,2883
UP000027665,Synergistes jonesii,2754,2481
UP000018074,Clostridium sp. CAG:448,1262808,2084
UP000001349,Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),394503,3287
UP000018117,Mycoplasma sp. CAG:956,1262908,1369
UP000000716,Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b),360911,3020
UP000000737,Lyngbya sp. (strain PCC 8106) (Lyngbya aestuarii (strain CCY9616)),313612,6110
UP000015332,Candidatus Carsonella ruddii DC,667013,206
UP000015387,Salmonella phage vB_SenS_AG11,1211279,66
UP000018621,Xylella phage Sano,1415148,77
UP000015620,Treponema pedis str. T A4,1291379,2775
UP000006903,Desulfurococcus kamchatkensis (strain 1221n / DSM 18924),490899,1470
